0.001,   0.389404
0.002,  -0.319519
0.003,  -0.085754
0.004,   0.340881
0.005,  -0.043945
0.006,  -0.406799
0.007,   0.186157
0.008,   0.290222
0.009,   0.026245
0.010,   0.452271
0.011,  -0.326843
0.012,  -0.453491
0.013,  -0.383301
0.014,  -0.242920
0.015,   0.107727
0.016,  -0.451050
0.017,  -0.386963
0.018,  -0.432434
0.019,  -0.496826
0.020,  -0.353699
0.021,   0.251770
0.022,   0.260010
0.023,  -0.200500
0.024,  -0.441895
0.025,   0.473022
0.026,  -0.277710
0.027,  -0.186462
0.028,  -0.070190
0.029,  -0.478821
0.030,  -0.226135
0.031,   0.226135
0.032,   0.467224
0.033,  -0.500488
0.034,  -0.206909
0.035,   0.202332
0.036,  -0.502014
0.037,   0.074158
0.038,  -0.501099
0.039,   0.457458
0.040,   0.423584
0.041,   0.443115
0.042,  -0.443420
0.043,   0.321960
0.044,   0.459290
0.045,   0.194092
0.046,   0.223389
0.047,  -0.485535
0.048,  -0.294495
0.049,   0.484619
0.050,   0.492859
0.051,  -0.081482
0.052,   0.481567
0.053,  -0.491943
0.054,  -0.468445
0.055,  -0.289917
0.056,  -0.022888
0.057,  -0.197754
0.058,  -0.242920
0.059,  -0.346069
0.060,  -0.342102
0.061,  -0.088501
0.062,   0.444946
0.063,   0.383911
0.064,   0.444641
0.065,   0.358582
0.066,   0.366821
0.067,   0.463562
0.068,  -0.262451
0.069,  -0.499268
0.070,  -0.350037
0.071,  -0.442505
0.072,   0.487061
0.073,   0.211792
0.074,   0.449524
0.075,  -0.501099
0.076,  -0.170593
0.077,  -0.436707
0.078,  -0.392761
0.079,   0.139771
0.080,  -0.496216
0.081,   0.209045
0.082,   0.154114
0.083,   0.076904
0.084,   0.194092
0.085,   0.465393
0.086,   0.442200
0.087,   0.003052
0.088,   0.017700
0.089,  -0.493469
0.090,  -0.502625
0.091,   0.032043
0.092,  -0.371704
0.093,   0.432739
0.094,   0.480652
0.095,  -0.058899
0.096,   0.477600
0.097,  -0.463867
0.098,  -0.340271
0.099,   0.139771
0.100,   0.338745
0.101,  -0.497742
0.102,   0.416260
0.103,   0.264893
0.104,   0.172729
0.105,  -0.492249
0.106,   0.184937
0.107,   0.405273
0.108,  -0.495911
0.109,   0.207214
0.110,  -0.267029
0.111,  -0.178833
0.112,  -0.491638
0.113,   0.042419
0.114,   0.125732
0.115,   0.233459
0.116,   0.415955
0.117,  -0.302734
0.118,   0.289001
0.119,  -0.467224
0.120,  -0.437622
0.121,   0.028992
0.122,  -0.494995
0.123,  -0.442200
0.124,   0.483398
0.125,  -0.145874
0.126,  -0.139160
0.127,  -0.473633
0.128,   0.349121
0.129,  -0.050964
0.130,  -0.454102
0.131,  -0.339661
0.132,  -0.323792
0.133,  -0.270081
0.134,  -0.489807
0.135,  -0.112915
0.136,  -0.137024
0.137,   0.169983
0.138,   0.363770
0.139,  -0.477905
0.140,  -0.207520
0.141,  -0.311279
0.142,  -0.181274
0.143,  -0.486450
0.144,   0.032959
0.145,   0.427246
0.146,  -0.473328
0.147,  -0.121460
0.148,  -0.332031
0.149,  -0.115356
0.150,   0.039063
0.151,   0.310669
0.152,   0.357971
0.153,  -0.147095
0.154,  -0.251160
0.155,  -0.491028
0.156,   0.440063
0.157,  -0.190430
0.158,   0.215149
0.159,  -0.038452
0.160,  -0.020752
0.161,  -0.318909
0.162,   0.068970
0.163,   0.396118
0.164,  -0.003967
0.165,  -0.500183
0.166,  -0.359802
0.167,  -0.245361
0.168,  -0.013123
0.169,   0.471802
0.170,  -0.451050
0.171,   0.339050
0.172,   0.345154
0.173,   0.218201
0.174,  -0.366516
0.175,  -0.384827
0.176,   0.475769
0.177,  -0.498962
0.178,  -0.466309
0.179,  -0.124512
0.180,   0.480042
0.181,   0.385132
0.182,   0.493774
0.183,  -0.218811
0.184,   0.351563
0.185,   0.058899
0.186,  -0.468140
0.187,   0.382385
0.188,   0.191956
0.189,  -0.065308
0.190,  -0.375366
0.191,  -0.135498
0.192,  -0.496521
0.193,  -0.006409
0.194,   0.217590
0.195,  -0.356750
0.196,   0.291748
0.197,   0.486755
0.198,  -0.212708
0.199,   0.242920
0.200,   0.185242
0.201,  -0.406799
0.202,   0.300293
0.203,  -0.434570
0.204,  -0.502014
0.205,   0.034180
0.206,   0.416260
0.207,  -0.274658
0.208,   0.397644
0.209,  -0.487976
0.210,  -0.085144
0.211,   0.249634
0.212,  -0.416565
0.213,   0.215149
0.214,   0.491943
0.215,  -0.497742
0.216,   0.469666
0.217,   0.409851
0.218,  -0.248413
0.219,   0.013123
0.220,  -0.184326
0.221,   0.488892
0.222,   0.220032
0.223,  -0.160217
0.224,  -0.258179
0.225,  -0.006104
0.226,  -0.104980
0.227,   0.037842
0.228,  -0.395203
0.229,   0.406494
0.230,  -0.319214
0.231,  -0.243530
0.232,  -0.498962
0.233,  -0.233459
0.234,  -0.500793
0.235,   0.433350
0.236,  -0.328979
0.237,   0.417480
0.238,   0.185852
0.239,   0.361633
0.240,  -0.357971
0.241,  -0.241394
0.242,   0.458679
0.243,  -0.466003
0.244,  -0.497131
0.245,   0.314941
0.246,   0.033569
0.247,  -0.183105
0.248,   0.044250
0.249,   0.371399
0.250,   0.459595
0.251,  -0.417786
0.252,   0.231934
0.253,   0.106201
0.254,   0.423584
0.255,   0.485535
0.256,   0.335083
0.257,  -0.052795
0.258,   0.384827
0.259,   0.316772
0.260,  -0.044861
0.261,  -0.056763
0.262,  -0.326843
0.263,   0.049438
0.264,   0.169067
0.265,   0.456543
0.266,   0.494690
0.267,   0.481567
0.268,  -0.201721
0.269,  -0.471497
0.270,   0.328064
0.271,   0.388794
0.272,  -0.454712
0.273,  -0.151978
0.274,  -0.140076
0.275,  -0.421753
0.276,   0.007324
0.277,  -0.050354
0.278,   0.469055
0.279,  -0.360413
0.280,   0.055847
0.281,  -0.060730
0.282,   0.425415
0.283,   0.296936
0.284,  -0.390320
0.285,  -0.502930
0.286,   0.466003
0.287,  -0.411377
0.288,   0.362854
0.289,   0.493164
0.290,  -0.423889
0.291,  -0.229492
0.292,   0.482788
0.293,  -0.306091
0.294,  -0.441284
0.295,  -0.498352
0.296,  -0.404968
0.297,  -0.145264
0.298,   0.374756
0.299,  -0.059814
0.300,  -0.497131
0.301,   0.165710
0.302,  -0.467834
0.303,  -0.401917
0.304,   0.261230
0.305,  -0.359497
0.306,  -0.456848
0.307,  -0.495605
0.308,   0.089722
0.309,   0.326538
0.310,   0.409241
0.311,  -0.290833
0.312,   0.273743
0.313,   0.069275
0.314,   0.466919
0.315,   0.071106
0.316,   0.136719
0.317,  -0.499573
0.318,  -0.052490
0.319,  -0.434265
0.320,  -0.458679
0.321,  -0.142822
0.322,  -0.389099
0.323,  -0.143127
0.324,   0.150757
0.325,  -0.174255
0.326,  -0.376587
0.327,  -0.195313
0.328,   0.317078
0.329,  -0.464172
0.330,  -0.360107
0.331,  -0.472107
0.332,   0.265198
0.333,  -0.167236
0.334,   0.185547
0.335,   0.289307
0.336,   0.423279
0.337,  -0.313110
0.338,  -0.401917
0.339,   0.492554
0.340,   0.219727
0.341,  -0.040588
0.342,   0.183716
0.343,  -0.500793
0.344,   0.419922
0.345,  -0.278320
0.346,  -0.148010
0.347,   0.494690
0.348,  -0.072327
0.349,   0.273743
0.350,  -0.470276
0.351,   0.492249
0.352,   0.436401
0.353,   0.452576
0.354,   0.305786
0.355,   0.197754
0.356,   0.086060
0.357,   0.494995
0.358,   0.470581
0.359,  -0.173340
0.360,  -0.243530
0.361,  -0.405884
0.362,  -0.468750
0.363,  -0.428772
0.364,  -0.499878
0.365,  -0.299683
0.366,  -0.041199
0.367,   0.163269
0.368,   0.033875
0.369,   0.342102
0.370,  -0.487671
0.371,   0.489197
0.372,  -0.440674
0.373,   0.297546
0.374,  -0.485840
0.375,  -0.497437
0.376,  -0.253906
0.377,   0.494995
0.378,   0.027161
0.379,   0.183105
0.380,   0.017090
0.381,   0.127869
0.382,   0.451355
0.383,   0.236511
0.384,  -0.501404
0.385,  -0.496826
0.386,  -0.087891
0.387,  -0.390015
0.388,  -0.480042
0.389,  -0.444031
0.390,   0.482483
0.391,  -0.500488
0.392,  -0.500793
0.393,  -0.480347
0.394,   0.448303
0.395,   0.339050
0.396,  -0.151978
0.397,  -0.083008
0.398,   0.494385
0.399,  -0.341797
0.400,   0.012207
0.401,  -0.001526
0.402,  -0.490112
0.403,  -0.151367
0.404,  -0.451660
0.405,  -0.354614
0.406,  -0.237427
0.407,   0.454712
0.408,   0.195007
0.409,   0.351563
0.410,   0.328674
0.411,   0.248413
0.412,  -0.435181
0.413,  -0.449524
0.414,  -0.390320
0.415,   0.431824
0.416,   0.486450
0.417,   0.454407
0.418,  -0.477600
0.419,  -0.116882
0.420,   0.488892
0.421,  -0.487976
0.422,   0.068665
0.423,   0.122681
0.424,  -0.292969
0.425,   0.254211
0.426,  -0.311279
0.427,  -0.448608
0.428,  -0.122986
0.429,  -0.492554
